value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
219.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-02T17:30:00Z,2016-11-02T23:00:00+05:30,2016-11-02T18:30:00Z,2016-11-03T00:00:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-02T18:15:00Z,2016-11-02T23:45:00+05:30,2016-11-02T18:30:00Z,2016-11-03T00:00:00+05:30
96.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T10:00:00Z,2016-11-03T15:30:00+05:30,2016-11-03T11:00:00Z,2016-11-03T16:30:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T10:45:00Z,2016-11-03T16:15:00+05:30,2016-11-03T11:00:00Z,2016-11-03T16:30:00+05:30
86.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T10:15:00Z,2016-11-03T15:45:00+05:30,2016-11-03T11:15:00Z,2016-11-03T16:45:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T11:00:00Z,2016-11-03T16:30:00+05:30,2016-11-03T11:15:00Z,2016-11-03T16:45:00+05:30
77.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T10:30:00Z,2016-11-03T16:00:00+05:30,2016-11-03T11:30:00Z,2016-11-03T17:00:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T11:15:00Z,2016-11-03T16:45:00+05:30,2016-11-03T11:30:00Z,2016-11-03T17:00:00+05:30
75.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T10:45:00Z,2016-11-03T16:15:00+05:30,2016-11-03T11:45:00Z,2016-11-03T17:15:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T11:30:00Z,2016-11-03T17:00:00+05:30,2016-11-03T11:45:00Z,2016-11-03T17:15:00+05:30
78.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T11:00:00Z,2016-11-03T16:30:00+05:30,2016-11-03T12:00:00Z,2016-11-03T17:30:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T11:45:00Z,2016-11-03T17:15:00+05:30,2016-11-03T12:00:00Z,2016-11-03T17:30:00+05:30
88.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T11:15:00Z,2016-11-03T16:45:00+05:30,2016-11-03T12:15:00Z,2016-11-03T17:45:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T12:00:00Z,2016-11-03T17:30:00+05:30,2016-11-03T12:15:00Z,2016-11-03T17:45:00+05:30
101.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T11:30:00Z,2016-11-03T17:00:00+05:30,2016-11-03T12:30:00Z,2016-11-03T18:00:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T12:15:00Z,2016-11-03T17:45:00+05:30,2016-11-03T12:30:00Z,2016-11-03T18:00:00+05:30
108.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T11:45:00Z,2016-11-03T17:15:00+05:30,2016-11-03T12:45:00Z,2016-11-03T18:15:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T12:30:00Z,2016-11-03T18:00:00+05:30,2016-11-03T12:45:00Z,2016-11-03T18:15:00+05:30
115.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T12:00:00Z,2016-11-03T17:30:00+05:30,2016-11-03T13:00:00Z,2016-11-03T18:30:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T12:45:00Z,2016-11-03T18:15:00+05:30,2016-11-03T13:00:00Z,2016-11-03T18:30:00+05:30
122.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T12:15:00Z,2016-11-03T17:45:00+05:30,2016-11-03T13:15:00Z,2016-11-03T18:45:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T13:00:00Z,2016-11-03T18:30:00+05:30,2016-11-03T13:15:00Z,2016-11-03T18:45:00+05:30
129.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T12:30:00Z,2016-11-03T18:00:00+05:30,2016-11-03T13:30:00Z,2016-11-03T19:00:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T13:15:00Z,2016-11-03T18:45:00+05:30,2016-11-03T13:30:00Z,2016-11-03T19:00:00+05:30
133.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T12:45:00Z,2016-11-03T18:15:00+05:30,2016-11-03T13:45:00Z,2016-11-03T19:15:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T13:30:00Z,2016-11-03T19:00:00+05:30,2016-11-03T13:45:00Z,2016-11-03T19:15:00+05:30
139.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T13:00:00Z,2016-11-03T18:30:00+05:30,2016-11-03T14:00:00Z,2016-11-03T19:30:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T13:45:00Z,2016-11-03T19:15:00+05:30,2016-11-03T14:00:00Z,2016-11-03T19:30:00+05:30
147.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T13:15:00Z,2016-11-03T18:45:00+05:30,2016-11-03T14:15:00Z,2016-11-03T19:45:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T14:00:00Z,2016-11-03T19:30:00+05:30,2016-11-03T14:15:00Z,2016-11-03T19:45:00+05:30
151.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-11-03T13:30:00Z,2016-11-03T19:00:00+05:30,2016-11-03T14:30:00Z,2016-11-03T20:00:00+05:30,1,01:00:00,1,00:15:00,100.0,0.0,2016-11-03T14:15:00Z,2016-11-03T19:45:00+05:30,2016-11-03T14:30:00Z,2016-11-03T20:00:00+05:30
