value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
813.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T04:15:00Z,2017-06-05T12:15:00+08:00,2017-06-05T05:15:00Z,2017-06-05T13:15:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T04:15:00Z,2017-06-05T12:15:00+08:00,2017-06-05T05:15:00Z,2017-06-05T13:15:00+08:00
788.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T04:30:00Z,2017-06-05T12:30:00+08:00,2017-06-05T05:30:00Z,2017-06-05T13:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T04:30:00Z,2017-06-05T12:30:00+08:00,2017-06-05T05:30:00Z,2017-06-05T13:30:00+08:00
771.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T04:45:00Z,2017-06-05T12:45:00+08:00,2017-06-05T05:45:00Z,2017-06-05T13:45:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T04:45:00Z,2017-06-05T12:45:00+08:00,2017-06-05T05:45:00Z,2017-06-05T13:45:00+08:00
744.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T05:00:00Z,2017-06-05T13:00:00+08:00,2017-06-05T06:00:00Z,2017-06-05T14:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T05:00:00Z,2017-06-05T13:00:00+08:00,2017-06-05T06:00:00Z,2017-06-05T14:00:00+08:00
625.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T05:15:00Z,2017-06-05T13:15:00+08:00,2017-06-05T06:15:00Z,2017-06-05T14:15:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T05:15:00Z,2017-06-05T13:15:00+08:00,2017-06-05T06:15:00Z,2017-06-05T14:15:00+08:00
633.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T05:45:00Z,2017-06-05T13:45:00+08:00,2017-06-05T06:45:00Z,2017-06-05T14:45:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T05:45:00Z,2017-06-05T13:45:00+08:00,2017-06-05T06:45:00Z,2017-06-05T14:45:00+08:00
619.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-05T06:00:00Z,2017-06-05T14:00:00+08:00,2017-06-05T07:00:00Z,2017-06-05T15:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-05T06:00:00Z,2017-06-05T14:00:00+08:00,2017-06-05T07:00:00Z,2017-06-05T15:00:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T05:45:00Z,2017-06-23T13:45:00+08:00,2017-06-23T06:45:00Z,2017-06-23T14:45:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T05:45:00Z,2017-06-23T13:45:00+08:00,2017-06-23T06:45:00Z,2017-06-23T14:45:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T06:00:00Z,2017-06-23T14:00:00+08:00,2017-06-23T07:00:00Z,2017-06-23T15:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T06:00:00Z,2017-06-23T14:00:00+08:00,2017-06-23T07:00:00Z,2017-06-23T15:00:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T06:15:00Z,2017-06-23T14:15:00+08:00,2017-06-23T07:15:00Z,2017-06-23T15:15:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T06:15:00Z,2017-06-23T14:15:00+08:00,2017-06-23T07:15:00Z,2017-06-23T15:15:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T06:30:00Z,2017-06-23T14:30:00+08:00,2017-06-23T07:30:00Z,2017-06-23T15:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T06:30:00Z,2017-06-23T14:30:00+08:00,2017-06-23T07:30:00Z,2017-06-23T15:30:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T06:45:00Z,2017-06-23T14:45:00+08:00,2017-06-23T07:45:00Z,2017-06-23T15:45:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T06:45:00Z,2017-06-23T14:45:00+08:00,2017-06-23T07:45:00Z,2017-06-23T15:45:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T07:00:00Z,2017-06-23T15:00:00+08:00,2017-06-23T08:00:00Z,2017-06-23T16:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T07:00:00Z,2017-06-23T15:00:00+08:00,2017-06-23T08:00:00Z,2017-06-23T16:00:00+08:00
0.0,,,False,4,co,µg/m³,,raw,01:00:00,2017-06-23T07:30:00Z,2017-06-23T15:30:00+08:00,2017-06-23T08:30:00Z,2017-06-23T16:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2017-06-23T07:30:00Z,2017-06-23T15:30:00+08:00,2017-06-23T08:30:00Z,2017-06-23T16:30:00+08:00
