value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
147.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-29T23:30:00Z,2016-01-30T07:30:00+08:00,2016-01-30T00:30:00Z,2016-01-30T08:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-29T23:30:00Z,2016-01-30T07:30:00+08:00,2016-01-30T00:30:00Z,2016-01-30T08:30:00+08:00
196.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T00:00:00Z,2016-01-30T08:00:00+08:00,2016-01-30T01:00:00Z,2016-01-30T09:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T00:00:00Z,2016-01-30T08:00:00+08:00,2016-01-30T01:00:00Z,2016-01-30T09:00:00+08:00
107.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T00:30:00Z,2016-01-30T08:30:00+08:00,2016-01-30T01:30:00Z,2016-01-30T09:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T00:30:00Z,2016-01-30T08:30:00+08:00,2016-01-30T01:30:00Z,2016-01-30T09:30:00+08:00
133.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T01:00:00Z,2016-01-30T09:00:00+08:00,2016-01-30T02:00:00Z,2016-01-30T10:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T01:00:00Z,2016-01-30T09:00:00+08:00,2016-01-30T02:00:00Z,2016-01-30T10:00:00+08:00
162.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T01:30:00Z,2016-01-30T09:30:00+08:00,2016-01-30T02:30:00Z,2016-01-30T10:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T01:30:00Z,2016-01-30T09:30:00+08:00,2016-01-30T02:30:00Z,2016-01-30T10:30:00+08:00
153.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T02:00:00Z,2016-01-30T10:00:00+08:00,2016-01-30T03:00:00Z,2016-01-30T11:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T02:00:00Z,2016-01-30T10:00:00+08:00,2016-01-30T03:00:00Z,2016-01-30T11:00:00+08:00
143.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T02:30:00Z,2016-01-30T10:30:00+08:00,2016-01-30T03:30:00Z,2016-01-30T11:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T02:30:00Z,2016-01-30T10:30:00+08:00,2016-01-30T03:30:00Z,2016-01-30T11:30:00+08:00
143.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T03:00:00Z,2016-01-30T11:00:00+08:00,2016-01-30T04:00:00Z,2016-01-30T12:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T03:00:00Z,2016-01-30T11:00:00+08:00,2016-01-30T04:00:00Z,2016-01-30T12:00:00+08:00
143.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T04:00:00Z,2016-01-30T12:00:00+08:00,2016-01-30T05:00:00Z,2016-01-30T13:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T04:00:00Z,2016-01-30T12:00:00+08:00,2016-01-30T05:00:00Z,2016-01-30T13:00:00+08:00
143.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T04:30:00Z,2016-01-30T12:30:00+08:00,2016-01-30T05:30:00Z,2016-01-30T13:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T04:30:00Z,2016-01-30T12:30:00+08:00,2016-01-30T05:30:00Z,2016-01-30T13:30:00+08:00
104.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T05:00:00Z,2016-01-30T13:00:00+08:00,2016-01-30T06:00:00Z,2016-01-30T14:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T05:00:00Z,2016-01-30T13:00:00+08:00,2016-01-30T06:00:00Z,2016-01-30T14:00:00+08:00
107.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T05:30:00Z,2016-01-30T13:30:00+08:00,2016-01-30T06:30:00Z,2016-01-30T14:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T05:30:00Z,2016-01-30T13:30:00+08:00,2016-01-30T06:30:00Z,2016-01-30T14:30:00+08:00
125.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T06:00:00Z,2016-01-30T14:00:00+08:00,2016-01-30T07:00:00Z,2016-01-30T15:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T06:00:00Z,2016-01-30T14:00:00+08:00,2016-01-30T07:00:00Z,2016-01-30T15:00:00+08:00
105.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-01-30T06:30:00Z,2016-01-30T14:30:00+08:00,2016-01-30T07:30:00Z,2016-01-30T15:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-01-30T06:30:00Z,2016-01-30T14:30:00+08:00,2016-01-30T07:30:00Z,2016-01-30T15:30:00+08:00
305.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T01:00:00Z,2016-02-01T09:00:00+08:00,2016-02-01T02:00:00Z,2016-02-01T10:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T01:00:00Z,2016-02-01T09:00:00+08:00,2016-02-01T02:00:00Z,2016-02-01T10:00:00+08:00
331.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T01:30:00Z,2016-02-01T09:30:00+08:00,2016-02-01T02:30:00Z,2016-02-01T10:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T01:30:00Z,2016-02-01T09:30:00+08:00,2016-02-01T02:30:00Z,2016-02-01T10:30:00+08:00
298.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T02:00:00Z,2016-02-01T10:00:00+08:00,2016-02-01T03:00:00Z,2016-02-01T11:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T02:00:00Z,2016-02-01T10:00:00+08:00,2016-02-01T03:00:00Z,2016-02-01T11:00:00+08:00
160.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T02:30:00Z,2016-02-01T10:30:00+08:00,2016-02-01T03:30:00Z,2016-02-01T11:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T02:30:00Z,2016-02-01T10:30:00+08:00,2016-02-01T03:30:00Z,2016-02-01T11:30:00+08:00
118.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T03:00:00Z,2016-02-01T11:00:00+08:00,2016-02-01T04:00:00Z,2016-02-01T12:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T03:00:00Z,2016-02-01T11:00:00+08:00,2016-02-01T04:00:00Z,2016-02-01T12:00:00+08:00
70.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T03:30:00Z,2016-02-01T11:30:00+08:00,2016-02-01T04:30:00Z,2016-02-01T12:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T03:30:00Z,2016-02-01T11:30:00+08:00,2016-02-01T04:30:00Z,2016-02-01T12:30:00+08:00
80.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T04:00:00Z,2016-02-01T12:00:00+08:00,2016-02-01T05:00:00Z,2016-02-01T13:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T04:00:00Z,2016-02-01T12:00:00+08:00,2016-02-01T05:00:00Z,2016-02-01T13:00:00+08:00
77.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T04:30:00Z,2016-02-01T12:30:00+08:00,2016-02-01T05:30:00Z,2016-02-01T13:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T04:30:00Z,2016-02-01T12:30:00+08:00,2016-02-01T05:30:00Z,2016-02-01T13:30:00+08:00
73.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T05:00:00Z,2016-02-01T13:00:00+08:00,2016-02-01T06:00:00Z,2016-02-01T14:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T05:00:00Z,2016-02-01T13:00:00+08:00,2016-02-01T06:00:00Z,2016-02-01T14:00:00+08:00
53.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T05:30:00Z,2016-02-01T13:30:00+08:00,2016-02-01T06:30:00Z,2016-02-01T14:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T05:30:00Z,2016-02-01T13:30:00+08:00,2016-02-01T06:30:00Z,2016-02-01T14:30:00+08:00
56.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T06:00:00Z,2016-02-01T14:00:00+08:00,2016-02-01T07:00:00Z,2016-02-01T15:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T06:00:00Z,2016-02-01T14:00:00+08:00,2016-02-01T07:00:00Z,2016-02-01T15:00:00+08:00
68.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T06:30:00Z,2016-02-01T14:30:00+08:00,2016-02-01T07:30:00Z,2016-02-01T15:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T06:30:00Z,2016-02-01T14:30:00+08:00,2016-02-01T07:30:00Z,2016-02-01T15:30:00+08:00
64.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T07:00:00Z,2016-02-01T15:00:00+08:00,2016-02-01T08:00:00Z,2016-02-01T16:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T07:00:00Z,2016-02-01T15:00:00+08:00,2016-02-01T08:00:00Z,2016-02-01T16:00:00+08:00
69.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T07:30:00Z,2016-02-01T15:30:00+08:00,2016-02-01T08:30:00Z,2016-02-01T16:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T07:30:00Z,2016-02-01T15:30:00+08:00,2016-02-01T08:30:00Z,2016-02-01T16:30:00+08:00
88.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T08:00:00Z,2016-02-01T16:00:00+08:00,2016-02-01T09:00:00Z,2016-02-01T17:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T08:00:00Z,2016-02-01T16:00:00+08:00,2016-02-01T09:00:00Z,2016-02-01T17:00:00+08:00
120.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T08:30:00Z,2016-02-01T16:30:00+08:00,2016-02-01T09:30:00Z,2016-02-01T17:30:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T08:30:00Z,2016-02-01T16:30:00+08:00,2016-02-01T09:30:00Z,2016-02-01T17:30:00+08:00
124.0,,,False,2,pm25,µg/m³,,raw,01:00:00,2016-02-01T09:00:00Z,2016-02-01T17:00:00+08:00,2016-02-01T10:00:00Z,2016-02-01T18:00:00+08:00,1,01:00:00,1,01:00:00,100.0,100.0,2016-02-01T09:00:00Z,2016-02-01T17:00:00+08:00,2016-02-01T10:00:00Z,2016-02-01T18:00:00+08:00
